0;Sauvignon Blanc;4;1;SE1;18.01.00 00:00
0;Blanc de Blanc Brut;3;1;NW3;30.01.00 00:00
0;Sauvignon Blanc;1;1;SW1;23.01.00 00:00
0;Chablis;4;1;MC2;03.01.00 00:00
1;Claret;3;1;NE2;02.01.00 00:00
1;Cabernet Sauvignon;3;1;MW1;03.01.00 00:00
1;Cabernet Sauvignon;3;1;SW1;23.01.00 00:00
1;Zinfandel Blanc de Noir;3;1;SW3;20.01.00 00:00
2;Chardonnay;4;1;NE1;31.01.00 00:00
2;Zinfandel Blanc;5;1;NE3;08.01.00 00:00
2;Claret;3;1;ME1;25.01.00 00:00
2;Riesling;4;1;SE1;12.01.00 00:00
2;Chablis;3;1;SE1;26.01.00 00:00
2;Cabernet Sauvignon;3;1;NW1;25.01.00 00:00
2;Chablis;1;1;SW4;05.01.00 00:00
3;Claret;5;1;MW3;27.01.00 00:00
3;Pinot Noir;4;1;SW1;10.01.00 00:00
3;Blanc de Blanc Brut;2;1;SW4;26.01.00 00:00
3;Cabernet Sauvignon;4;1;NC1;16.01.00 00:00
3;Claret;4;1;MC1;14.01.00 00:00
4;Chardonnay;3;1;SE1;05.01.00 00:00
4;Claret;2;1;MW1;25.01.00 00:00
4;Claret;3;1;MW2;26.01.00 00:00
4;Blanc de Blanc Brut;4;1;MW3;29.01.00 00:00
4;Sauvignon Blanc;5;1;SW1;23.01.00 00:00
5;Brut--Reserve;2;1;ME2;06.01.00 00:00
5;Riesling;3;1;NW1;24.01.00 00:00
5;Merlot;3;1;MW1;03.01.00 00:00
5;Cabernet Sauvignon;1;1;SW4;30.01.00 00:00
5;Zinfandel Blanc;4;1;SW4;22.01.00 00:00
5;Pinot Noir;4;1;NC3;26.01.00 00:00
5;Merlot;5;1;MC1;09.01.00 00:00
6;Chablis;5;1;ME2;26.01.00 00:00
6;Chablis;3;1;MW1;26.01.00 00:00
7;Merlot;2;1;SE2;19.01.00 00:00
7;Zinfandel Blanc de Noir;1;1;SW1;14.01.00 00:00
7;Riesling;5;1;SW4;13.01.00 00:00
7;Claret;3;1;NC1;15.01.00 00:00
7;Sauvignon Blanc;3;1;NC2;18.01.00 00:00
7;Brut--Reserve;2;1;NC3;17.01.00 00:00
8;Zinfandel Blanc;4;1;NE1;04.01.00 00:00
8;Zinfandel Blanc;4;1;SE1;08.01.00 00:00
8;Brut--Reserve;3;1;SE3;03.01.00 00:00
8;Brut--Reserve;3;1;SW3;06.01.00 00:00
8;Brut--Reserve;4;1;SW4;22.01.00 00:00
8;Claret;3;1;MC2;31.01.00 00:00
9;Claret;2;1;NE1;06.01.00 00:00
9;Riesling;2;1;NW1;26.01.00 00:00
9;Riesling;3;1;NC1;05.01.00 00:00
9;Brut--Reserve;4;1;NC2;05.01.00 00:00
9;Cabernet Sauvignon;2;1;NC2;15.01.00 00:00
9;Riesling;5;1;NC2;24.01.00 00:00
9;Pinot Noir;5;1;NC3;19.01.00 00:00
9;Zinfandel Blanc;2;1;MC2;13.01.00 00:00
10;Claret;3;1;NW3;02.01.00 00:00
10;Blanc de Blanc Brut;3;1;MW1;26.01.00 00:00
10;Zinfandel Blanc;2;1;MW3;20.01.00 00:00
10;Brut--Reserve;3;1;SW2;25.01.00 00:00
10;Chardonnay;2;1;SW4;10.01.00 00:00
11;Blanc de Blanc Brut;3;1;SW2;31.01.00 00:00
11;Zinfandel Blanc;2;1;SW3;25.01.00 00:00
11;Chardonnay;3;1;NC3;10.01.00 00:00
12;Chablis;4;1;NE2;19.01.00 00:00
12;Claret;5;1;NW1;29.01.00 00:00
12;Riesling;4;1;SW2;04.01.00 00:00
13;Zinfandel Blanc de Noir;3;1;SE2;22.01.00 00:00
13;Cabernet Sauvignon;4;1;MC1;02.01.00 00:00
14;Pinot Noir;1;1;MW3;04.01.00 00:00
15;Cabernet Sauvignon;4;1;MW3;26.01.00 00:00
15;Merlot;1;1;SW3;14.01.00 00:00
15;Blanc de Blanc Brut;3;1;MC1;21.01.00 00:00
15;Zinfandel Blanc de Noir;3;1;MC3;21.01.00 00:00
16;Zinfandel Blanc de Noir;3;1;SW3;06.01.00 00:00
16;Cabernet Sauvignon;1;1;SW3;23.01.00 00:00
16;Brut--Reserve;5;1;SW4;25.01.00 00:00
16;Sauvignon Blanc;3;1;SW4;14.01.00 00:00
17;Brut--Reserve;1;1;ME1;28.01.00 00:00
17;Cabernet Sauvignon;4;1;ME1;07.01.00 00:00
17;Riesling;4;1;MW2;02.01.00 00:00
17;Pinot Noir;3;1;NC1;11.01.00 00:00
17;Zinfandel Blanc;4;1;NC3;15.01.00 00:00
18;Sauvignon Blanc;5;1;NE1;02.01.00 00:00
18;Blanc de Blanc Brut;2;1;SE3;10.01.00 00:00
18;Zinfandel Blanc;1;1;NC1;27.01.00 00:00
18;Brut--Reserve;5;1;NC3;20.01.00 00:00
18;Zinfandel Blanc;1;1;NC3;16.01.00 00:00
19;Blanc de Blanc Brut;2;1;NW1;23.01.00 00:00
19;Blanc de Blanc Brut;2;1;MW1;23.01.00 00:00
19;Claret;4;1;MW2;04.01.00 00:00
19;Zinfandel Blanc;1;1;SW4;12.01.00 00:00
19;Merlot;3;1;MC2;28.01.00 00:00
19;Chablis;4;1;MC2;14.01.00 00:00
20;Pinot Noir;4;1;NE1;16.01.00 00:00
20;Merlot;2;1;ME1;14.01.00 00:00
20;Merlot;4;1;ME1;20.01.00 00:00
20;Chardonnay;4;1;NW1;19.01.00 00:00
20;Chablis;3;1;SW1;15.01.00 00:00
20;Sauvignon Blanc;2;1;SW4;12.01.00 00:00
20;Chardonnay;1;1;NC1;28.01.00 00:00
20;Sauvignon Blanc;4;1;NC1;10.01.00 00:00
20;Brut--Reserve;3;1;MC3;24.01.00 00:00
20;Cabernet Sauvignon;3;1;MC3;07.01.00 00:00
21;Riesling;3;1;NE1;04.01.00 00:00
21;Brut--Reserve;4;1;ME2;10.01.00 00:00
21;Pinot Noir;4;1;NW2;02.01.00 00:00
21;Blanc de Blanc Brut;3;1;NW3;05.01.00 00:00
21;Brut--Reserve;4;1;MC1;27.01.00 00:00
22;Cabernet Sauvignon;2;1;NW3;07.01.00 00:00
22;Zinfandel Blanc;5;1;NW3;30.01.00 00:00
22;Riesling;2;1;SW4;09.01.00 00:00
23;Zinfandel Blanc;3;1;SE1;19.01.00 00:00
23;Cabernet Sauvignon;3;1;SE3;08.01.00 00:00
23;Zinfandel Blanc;3;1;MW1;02.01.00 00:00
23;Sauvignon Blanc;3;1;MW3;03.01.00 00:00
23;Merlot;2;1;SW2;30.01.00 00:00
23;Sauvignon Blanc;1;1;NC2;26.01.00 00:00
23;Riesling;5;1;MC2;17.01.00 00:00
24;Blanc de Blanc Brut;4;1;SE2;29.01.00 00:00
24;Claret;1;1;SW1;05.01.00 00:00
24;Merlot;4;1;SW4;16.01.00 00:00
24;Claret;1;1;SW4;20.01.00 00:00
24;Sauvignon Blanc;4;1;NC3;04.01.00 00:00
25;Sauvignon Blanc;4;1;MW1;18.01.00 00:00
25;Chablis;3;1;MW3;19.01.00 00:00
25;Brut--Reserve;2;1;MC2;17.01.00 00:00
26;Cabernet Sauvignon;1;1;NW3;20.01.00 00:00
26;Chardonnay;1;1;NW3;02.01.00 00:00
