2;259
2;340
2;1180
75;2631
75;1474
75;1314
75;273
678;1898
678;1140
678;1344
678;1109
678;475
678;1299
678;625
392;800
392;1065
392;172
392;63
392;2470
392;212
392;948
392;1895
392;2233
790;2000
790;1134
393;98
393;1600
393;2503
393;686
393;32
179;2590
179;456
179;1649
179;2441
386;1006
386;119
386;771
386;660
386;1173
386;1311
658;1227
658;1745
658;1604
658;962
658;2185
727;2485
727;746
485;893
485;1603
485;1540
485;1088
485;881
485;624
806;2674
806;2133
806;2503
806;1157
806;1992
806;643
806;1106
806;1895
806;2101
5;1173
418;2263
418;473
418;501
418;1536
418;1401
418;2087
418;2203
418;1173
418;1793
418;1378
418;878
251;1104
251;1735
251;2636
251;21
545;2154
101;1073
101;1627
101;2133
101;868
101;1385
101;81
168;395
168;2061
168;2188
41;1780
41;94
121;498
121;957
121;1148
121;927
121;1530
121;2534
416;260
169;963
169;1507
169;1669
509;1542
509;2356
509;1101
509;889
509;457
382;2267
382;1902
382;723
779;803
779;2429
779;2333
779;232
779;966
424;342
424;2552
71;1553
71;1712
71;2019
594;1453
594;2077
594;1909
594;82
356;639
356;990
356;1328
82;915
82;134
82;527
82;1163
82;2622
82;2195
544;2290
544;869
544;1069
544;536
544;411
428;1552
428;370
324;1276
324;1366
324;14
324;1827
324;566
505;1078
505;2038
505;2555
505;1354
505;804
505;2107
505;1608
669;1456
669;2118
669;1678
669;1125
669;791
669;94
635;2087
635;490
635;1738
635;2677
635;538
732;2542
474;1887
474;1172
474;1151
474;699
474;665
474;405
647;1505
647;2038
647;1773
647;673
647;319
181;1652
181;2356
181;620
181;150
181;1968
121;2058
121;1688
184;1766
184;381
184;2165
184;2442
812;1220
812;1821
812;77
141;2469
141;1988
35;205
35;1992
35;2680
35;1947
343;1255
343;102
343;1208
343;1839
343;568
496;2609
496;1271
496;515
496;724
496;1035
762;2599
23;82
23;1417
23;2382
23;1834
773;1681
773;621
773;457
773;932
773;2661
414;1137
414;2264
414;2115
414;993
414;913
59;216
59;118
59;544
59;281
59;28
59;1949
801;1681
801;1003
801;1302
801;2081
801;1575
519;2416
24;2180
24;1074
24;1591
24;282
24;773
24;2342
404;175
404;662
404;200
404;2310
404;2152
404;150
208;1524
208;942
208;1011
637;1404
637;1258
637;2434
637;2148
637;186
597;1203
597;1952
597;671
597;2520
597;1378
454;2493
454;2319
454;2625
454;1458
454;1190
454;133
84;1721
84;2036
84;1391
84;24
449;2386
449;2278
449;1645
449;1169
449;106
449;1725
688;1703
688;1540
688;1106
688;1695
688;116
688;2483
299;214
299;1674
299;1025
299;754
299;2162
299;2249
299;2603
299;2376
299;1925
299;1228
102;409
400;862
400;2074
400;831
504;697
504;600
504;2429
504;2425
604;1066
604;2222
604;1659
604;285
311;594
311;1608
311;1051
749;1729
18;386
18;1566
18;1631
18;257
18;840
18;1489
775;2397
775;1951
775;2429
775;1896
775;883
91;2523
91;571
91;1866
91;201
91;128
91;1795
91;1010
598;2270
598;1002
11;656
11;153
11;2465
11;1000
11;534
11;1803
11;2395
790;2584
790;2581
790;1945
790;222
790;2260
790;2441
77;1103
77;2016
77;2641
657;1302
657;193
657;1370
657;1160
272;2342
272;536
272;713
272;275
272;1418
695;694
695;860
695;1957
205;402
205;2483
205;1604
205;1341
205;383
205;1051
205;1243
205;358
159;2453
159;873
159;1242
159;517
159;1524
29;777
29;717
29;2446
29;843
289;2402
289;2675
289;1690
289;1943
289;943
289;2371
370;2196
370;1762
370;1410
370;1483
582;1461
582;971
582;1534
582;1643
582;2230
582;631
328;2178
328;1311
328;1034
328;136
328;501
570;2570
570;91
570;1102
188;1956
188;2443
188;2663
188;181
188;162
743;1817
743;1451
743;818
443;99
443;1291
443;1283
443;1773
443;175
784;311
784;2009
311;2672
311;927
311;1193
462;436
462;1002
462;470
450;1766
387;290
387;2214
387;2150
387;1600
387;2484
23;323
23;2318
23;388
23;2293
23;94
23;1634
811;2621
811;342
100;1098
100;2330
100;1700
100;1423
100;1217
100;2334
746;2030
746;2357
746;1898
215;1721
215;1213
215;2370
215;213
215;395
215;1943
327;762
327;1429
327;271
327;375
327;1147
327;1950
85;259
85;518
85;2007
85;1486
85;2436
85;140
85;1605
85;1279
85;2370
504;1948
504;1480
504;2478
625;824
625;1951
480;2346
480;1628
480;1523
480;1701
480;2425
480;1255
651;96
80;102
80;176
80;1519
80;942
132;1055
132;2226
132;1558
132;1519
423;1523
298;2171
255;213
255;889
255;2222
255;1055
349;11
349;2042
349;2379
670;54
670;1937
672;2526
672;2248
672;820
672;2389
672;596
672;2270
672;2078
672;982
445;1910
445;1999
445;2554
445;443
445;500
445;818
445;1206
445;1254
76;882
76;1577
76;2441
76;336
76;1506
76;741
381;1693
381;1102
381;2353
191;138
191;1735
191;2475
191;1412
191;1160
191;2675
161;2017
161;1367
592;318
592;836
592;2432
592;278
592;1016
592;1698
695;623
695;345
695;943
695;2515
695;1644
695;1071
695;620
695;1046
695;1790
695;1224
705;1297
705;1406
705;1225
705;1116
705;2174
705;1646
705;1977
705;51
705;2542
380;353
380;1684
380;1654
380;1796
380;84
380;673
104;1281
287;2095
287;592
380;464
380;2657
380;79
380;2348
592;2084
592;1008
592;1553
592;2516
592;2222
592;1842
592;2393
20;728
20;728
20;1306
20;2646
13;2210
13;279
13;1078
13;1214
13;2360
13;2481
13;1439
590;512
590;2215
391;2082
391;754
391;396
391;2247
391;1467
391;2592
807;75
807;1253
807;2226
471;588
687;1314
687;2036
687;2607
687;788
257;2661
257;1467
257;1849
257;1532
257;1966
257;733
361;382
483;758
483;2620
754;2435
689;1563
689;365
689;17
689;888
689;2322
689;444
689;212
689;223
37;2653
37;2487
37;1244
37;2362
37;1214
37;2525
390;2669
390;1133
390;1745
390;1026
426;1709
426;2105
426;2414
484;2048
484;2116
391;2423
391;1615
391;1273
391;1243
69;516
69;1455
69;929
69;1125
221;1483
221;1259
240;1809
240;1841
240;2531
240;1735
240;403
292;2659
292;966
116;1995
116;2633
116;1438
140;123
140;973
522;2195
522;1509
522;1868
42;374
42;2510
42;1102
680;1959
680;851
680;2056
680;552
680;801
590;2627
345;365
345;1335
345;1532
345;2116
101;1976
101;1603
101;269
266;1103
266;1260
266;1975
625;1604
625;2535
625;1001
216;2061
216;719
216;2171
719;41
719;1211
719;952
719;2228
719;2484
719;1047
719;371
13;913
13;1273
13;2600
13;1005
13;1599
13;1027
13;723
189;1917
189;1701
189;1620
247;2592
247;2120
247;2222
247;1124
247;2452
428;1557
428;1722
428;2521
526;504
526;2545
526;961
526;847
526;2510
526;748
526;520
120;1856
120;872
120;575
120;269
801;995
801;901
801;2522
801;1187
801;306
340;788
340;122
340;451
354;2214
354;2089
354;1039
118;1658
118;2434
118;733
118;316
609;1477
609;2225
601;2403
601;752
601;314
601;2152
140;1971
140;84
166;1205
166;1666
166;949
166;1431
166;2369
166;1190
166;2187
166;1865
391;2143
391;295
507;2403
507;895
308;1088
308;694
308;1635
308;1082
263;2428
263;1680
263;2112
263;2255
263;1195
263;1428
704;1735
704;1109
704;1850
551;1981
551;728
551;2441
37;795
37;931
11;1913
11;1258
11;2239
11;462
11;1590
795;1919
795;504
795;385
143;975
143;2437
143;1717
143;1096
32;1800
406;1679
406;1475
406;1743
468;1604
468;896
468;2294
468;1823
468;1597
565;1938
565;2041
565;2525
268;1299
268;75
268;1920
268;359
268;321
268;2408
456;1444
456;1605
456;1618
456;1868
297;405
297;700
297;1750
297;2284
553;2031
601;1427
601;2076
229;2543
229;71
229;1895
229;449
229;1861
574;1571
574;312
574;1000
407;520
407;469
407;2601
407;754
407;2116
407;676
88;2336
88;503
88;1025
88;1599
88;2311
88;2455
88;994
756;1780
756;1735
756;1057
790;462
790;2164
790;190
790;2676
790;1905
127;959
127;1793
127;1030
611;2502
611;1253
611;950
577;343
577;644
577;12
577;460
577;1596
282;2010
282;2260
211;1397
211;2587
717;872
717;2208
717;482
717;389
717;1456
717;1571
717;867
717;2430
563;1932
563;2568
563;808
563;1189
563;2466
563;417
397;2352
397;2489
397;1622
397;2635
397;1501
369;749
369;586
369;2411
83;1636
83;2501
83;1115
83;1842
83;304
83;1414
455;1906
455;1771
455;2615
455;566
455;1612
631;1668
631;2543
631;909
631;63
631;821
793;1048
793;1260
793;2678
678;1065
678;1045
678;2059
678;273
23;1542
23;375
23;1085
23;127
23;1794
23;2284
38;554
582;2103
582;2133
582;1456
582;602
582;1180
582;276
441;1959
441;478
441;622
441;919
441;1643
441;911
441;841
754;471
754;647
754;1761
754;2067
754;2521
754;678
754;1221
492;2261
492;735
492;427
492;2306
492;1233
492;1889
704;1736
704;1445
704;2399
704;2146
704;2244
704;2034
609;298
609;936
609;1704
609;444
609;1346
23;1450
23;33
23;135
23;757
23;1872
217;1443
98;788
98;707
98;1587
98;2605
98;72
98;1229
98;847
196;110
196;1762
385;1683
385;824
385;198
385;329
111;939
111;953
111;1230
118;201
118;1131
118;193
118;1766
118;2629
610;93
610;2468
610;268
68;1976
68;1256
68;1972
68;2449
134;793
134;2243
134;1681
134;1481
731;1755
731;2363
731;1861
651;2399
651;633
651;1642
651;418
159;2532
159;1118
159;1646
159;2060
159;1086
159;758
159;2318
636;1428
636;1333
632;896
632;1242
632;2496
617;2542
617;1820
617;1531
617;2404
659;746
109;1537
109;786
109;2152
109;1927
109;744
109;196
109;2167
808;1365
808;2101
22;488
22;2020
22;1773
22;749
22;2380
22;803
58;1460
58;112
58;384
51;942
51;1760
336;998
336;1736
336;2168
316;1280
316;677
316;1713
316;643
316;2347
744;1165
744;10
136;664
136;1268
136;669
136;2199
547;2082
547;2589
547;595
547;1109
214;168
214;1274
311;2225
311;1095
311;1501
311;2271
186;431
186;2434
492;288
492;1546
419;961
419;1299
419;807
419;199
419;560
419;81
419;2019
25;2050
25;1035
25;330
25;1080
25;1228
25;1682
25;379
25;1466
395;2049
395;1681
395;1534
395;1787
191;1352
191;775
191;648
191;780
212;1602
212;79
615;660
615;1266
615;198
615;794
643;1051
643;2250
643;374
643;1951
643;643
643;2343
643;769
643;1575
643;42
643;757
429;368
429;2587
429;34
429;957
429;817
429;1950
213;2412
213;1481
139;648
139;1918
139;2280
139;310
162;1656
162;525
314;993
314;889
314;1666
314;923
314;1832
775;855
775;671
775;2186
775;2003
775;432
775;1866
775;2214
775;2479
775;2363
775;604
113;1187
113;2418
81;263
81;347
81;876
545;1630
545;1878
165;2148
165;1081
165;1342
254;2491
254;584
254;2534
254;639
679;1326
679;290
679;787
679;1659
679;424
383;1972
383;1781
730;641
730;1210
730;1607
730;1110
730;1859
730;1990
571;2624
571;2185
571;407
332;1007
332;994
172;968
172;1271
172;1199
172;1940
172;1965
741;2135
741;660
741;1803
741;1268
741;2274
404;223
404;1171
404;601
329;667
329;968
329;823
329;350
329;2333
329;2435
427;2013
427;928
427;15
427;1433
477;419
477;379
477;2096
477;1082
477;1431
477;1641
412;883
412;1573
412;2160
412;2639
786;2312
786;1926
786;1148
786;1710
786;2549
156;2176
156;286
156;267
156;159
156;384
156;25
89;1930
89;709
479;862
479;1839
479;859
479;2409
479;2583
666;1900
666;1818
141;2411
141;1213
799;2060
799;2157
799;2570
799;1113
483;827
483;2293
483;1889
483;2489
483;2476
522;2068
522;517
436;1368
436;2160
436;533
726;2488
726;915
726;799
726;987
726;2664
732;858
732;1410
732;118
732;832
732;264
668;462
668;2317
668;2219
668;1672
91;2424
91;83
91;881
373;2556
373;790
373;1984
373;2434
373;962
795;1610
132;657
132;208
132;678
132;1966
132;2300
443;100
443;2185
443;193
443;2150
275;2591
275;558
275;2037
275;2151
275;1181
275;735
275;2660
32;266
32;1646
32;1101
17;1071
17;1972
17;1904
17;1002
17;1477
17;178
17;1879
399;377
399;1632
399;1478
399;603
399;370
754;2189
754;1537
754;2654
754;1839
754;2558
754;1432
754;1600
754;1143
180;2138
180;149
180;177
557;2574
557;622
557;647
557;1467
557;1783
557;1108
749;2137
749;996
