1;PATIENT SISTER;3019;663
1;WOMEN DORADO;4497;982
1;SNATCH SLIPPER;3726;814
1;DETECTIVE VISION;1021;228
1;CONFIDENTIAL INTERVIEW;797;174
1;DALMATIONS SWEDEN;921;204
1;PATIENT SISTER;3021;663
1;ADAPTATION HOLES;14;3
1;FIRE WOLVES;1443;316
1;FERRIS MOTHER;1407;308
1;LUCK OPUS;2465;539
1;FROST HEAD;1558;341
1;YOUTH KICK;4566;997
1;CLOSER BANG;726;159
1;SATURDAY LAMBS;3486;764
1;EXPECATIONS NATURAL;1330;294
1;RACER EGG;3232;709
1;BIKINI BORROWERS;312;70
1;MINDS TRUMAN;2639;579
1;DOORS PRESIDENT;1092;243
1;ATTACKS HATE;197;44
1;FIREBALL PHILADELPHIA;1446;317
1;UNFORGIVEN ZOOLANDER;4249;924
1;TALENTED HOMICIDE;4020;875
1;SAVANNAH TOWN;3497;766
1;JEEPERS WEDDING;2219;480
1;MUSKETEERS WAIT;2785;611
1;FINDING ANACONDA;1440;315
1;AMISTAD MIDSUMMER;108;22
1;JUMANJI BLADE;2269;490
1;FIREBALL PHILADELPHIA;1449;317
1;USUAL UNTOUCHABLES;4268;929
2;TEEN APOLLO;4030;878
2;POND SEATTLE;3142;690
2;MUMMY CREATURES;2760;606
2;CLUELESS BUCKET;741;162
2;OPEN AFRICAN;2898;637
2;RUGRATS SHAKESPEARE;3418;748
2;FANTASY TROOPERS;1382;303
2;ANONYMOUS HUMAN;138;27
2;DOORS PRESIDENT;1090;243
2;ICE CROSSING;2060;447
2;BUTTERFLY CHOCOLAT;488;109
2;PREJUDICE OLEANDER;3164;694
2;BLACKOUT PRIVATE;352;78
2;ISLAND EXORCIST;2179;471
2;FORWARD TEMPLE;1521;331
2;HYSTERICAL GRAIL;2053;446
2;LIAISONS SWEET;2377;518
2;CHAPLIN LICENSE;626;136
2;DRIVER ANNIE;1149;254
2;PICKUP DRIVING;3084;678
2;TIMBERLAND SKY;4088;891
2;TOMORROW HUSTLER;4116;895
2;CHICKEN HELLFIGHTERS;654;142
2;ZOOLANDER FICTION;4570;999
2;HOLIDAY GAMES;1937;421
2;TELEGRAPH VOYAGE;4038;879
2;CONFUSED CANDLES;805;175
3;MALLRATS UNITED;2526;555
3;ICE CROSSING;2058;447
3;SALUTE APOLLO;3464;759
3;STRANGERS GRAFFITI;3913;854
3;HORN WORKING;1984;433
3;DURHAM PANKY;1182;263
3;CASUALTIES ENCINO;579;126
3;GOLDFINGER SENSIBILITY;1675;366
3;RAGING AIRPLANE;3241;711
3;MASSACRE USUAL;2575;563
3;INTENTIONS EMPIRE;2150;464
3;RINGS HEARTBREAKERS;3328;732
3;GOLDMINE TYCOON;1685;367
3;NETWORK PEAK;2829;621
3;FIDDLER LOST;1427;312
3;REQUIEM TYCOON;3292;725
3;STREAK RIDGEMONT;3917;855
3;GOSFORD DONNIE;1704;371
3;ANACONDA CONFESSIONS;116;23
3;REAR TRADING;3261;717
3;LUCKY FLYING;2468;540
3;VICTORY ACADEMY;4315;940
3;YENTL IDAHO;4560;995
3;DADDY PITTSBURGH;910;202
3;BIRDS PERDITION;346;77
3;BOOGIE AMELIE;390;86
4;TOMORROW HUSTLER;4117;895
4;BEDAZZLED MARRIED;280;63
4;PANIC CLUB;2980;653
4;ROLLERCOASTER BRINGING;3373;740
4;DEEP CRUSADE;984;219
4;HOOSIERS BIRDCAGE;1976;431
4;WARDROBE PHANTOM;4385;958
4;SHANGHAI TYCOON;3587;784
4;PHILADELPHIA WIFE;3071;676
4;ARTIST COLDBLOODED;185;42
4;ARACHNOPHOBIA ROLLERCOASTER;165;35
4;REUNION WITCHES;3308;728
4;VERTIGO NORTHWEST;4311;939
4;ALAMO VIDEOTAPE;57;11
4;STAGE WORLD;3822;837
4;MAGIC MALLRATS;2495;547
4;ANNIE IDENTITY;132;26
4;AMADEUS HOLY;97;19
4;DOGMA FAMILY;1075;239
4;IDAHO LOVE;2065;448
4;MARRIED GO;2553;559
4;MADIGAN DORADO;2479;543
5;HEAD STRANGER;1871;408
5;SWARM GOLD;3998;870
5;GABLES METROPOLIS;1574;345
5;DOUBLE WRATH;1105;245
5;RIVER OUTLAW;3333;733
5;VOYAGE LEGALLY;4364;951
5;SATISFACTION CONFIDENTIAL;3482;763
5;REEF SALUTE;3277;722
5;AMISTAD MIDSUMMER;111;22
5;ALTER VICTORY;92;18
5;FIGHT JAWBREAKER;1434;314
5;ENOUGH RAGING;1299;286
5;WASTELAND DIVINE;4400;962
5;ISHTAR ROCKETEER;2177;470
5;DURHAM PANKY;1183;263
5;GANGS PRIDE;1595;349
5;PATIENT SISTER;3022;663
5;WILLOW TRACY;4463;975
5;LUCK OPUS;2466;539
5;BOUND CHEAPER;416;91
5;BETRAYED REAR;301;68
5;WANDA CHAMBER;4376;956
5;LAWRENCE LOVE;2348;511
5;DYNAMITE TARZAN;1192;266
5;MIDSUMMER GROUNDHOG;2623;575
5;FREAKY POCUS;1522;333
5;VIDEOTAPE ARSENIC;4323;941
5;SLUMS DUCK;3701;810
5;TOOTSIE PILOT;4124;896
5;AGENT TRUMAN;28;6
5;MEMENTO ZOOLANDER;2587;568
5;CLEOPATRA DEVIL;711;155
5;INTERVIEW LIAISONS;2153;465
5;CENTER DINOSAUR;600;131
5;DATE SPEED;957;213
5;ARIZONA BANG;169;37
5;ROOM ROMAN;3387;743
5;ALASKA PHANTOM;61;12
6;HANDICAP BOONDOCK;1818;395
6;EXORCIST STING;1325;293
6;BLUES INSTINCT;375;83
6;HOBBIT ALIEN;1929;418
6;SUMMER SCARFACE;3952;862
6;ILLUSION AMELIE;2085;452
6;CLUB GRAFFITI;731;160
6;MONEY HAROLD;2686;590
6;ENGLISH BULWORTH;1291;285
6;RIDGEMONT SUBMARINE;3317;730
6;MASKED BUBBLE;2565;562
6;STORM HAPPINESS;3888;849
6;STAR OPERATION;3837;841
6;SHOOTIST SUPERFLY;3617;790
6;MONSTER SPARTACUS;2699;592
6;POLLOCK DELIVERANCE;3136;689
6;GOLDMINE TYCOON;1686;367
6;SLEUTH ORIENT;3692;807
6;SUBMARINE BED;3938;858
6;NOON PAPI;2858;626
6;SPLENDOR PATTON;3804;833
6;SLEUTH ORIENT;3693;807
6;GOLD RIVER;1670;365
6;EMPIRE MALKOVICH;1261;280
6;AMADEUS HOLY;98;19
6;LEBOWSKI SOLDIERS;2363;514
6;ENGLISH BULWORTH;1290;285
6;SEATTLE EXPECATIONS;3544;775
7;POCUS PULP;3123;687
7;CLUELESS BUCKET;739;162
7;RUN PACIFIC;3424;750
7;INTERVIEW LIAISONS;2155;465
7;CLERKS ANGELS;714;156
7;BUCKET BROTHERHOOD;468;103
7;STRANGERS GRAFFITI;3913;854
7;TELEMARK HEARTBREAKERS;4042;880
7;WAIT CIDER;4374;953
7;MADNESS ATTACKS;2484;545
7;JUMPING WRATH;2272;491
7;FORRESTER COMANCHEROS;1512;330
7;HOLOCAUST HIGHBALL;1950;424
7;RIDGEMONT SUBMARINE;3318;730
7;PITY BOUND;3109;683
7;LOSER HUSTLER;2441;532
7;ALIEN CENTER;75;15
7;LEGEND JEDI;2368;516
7;PATRIOT ROMAN;3024;664
7;GALAXY SWEETHEARTS;1580;346
7;FATAL HAUNTED;1393;305
7;TELEMARK HEARTBREAKERS;4045;880
7;NORTHWEST POLISH;2866;628
7;NATURAL STOCK;2812;617
7;HANGING DEEP;1822;396
7;SIERRA DIVIDE;3645;796
7;NASH CHOCOLAT;2803;615
7;VALENTINE VANISHING;4278;931
7;STRICTLY SCARFACE;3929;857
7;PITTSBURGH HUNCHBACK;3104;682
7;SATISFACTION CONFIDENTIAL;3480;763
7;STREETCAR INTENTIONS;3920;856
7;NOVOCAINE FLIGHT;2877;631
8;JUMPING WRATH;2270;491
8;DAY UNFAITHFUL;971;216
8;ARIZONA BANG;172;37
8;STOCK GLASS;3877;847
8;POTLUCK MIXED;3153;692
8;REEF SALUTE;3278;722
8;FORREST SONS;1503;329
8;JADE BUNCH;2195;474
8;MALKOVICH PET;2520;554
8;TENENBAUMS COMMAND;4054;882
8;MUSCLE BRIGHT;2773;609
8;VACATION BOONDOCK;4275;930
8;HOPE TOOTSIE;1979;432
8;OTHERS SOUP;2937;645
8;JACKET FRISCO;2189;473
8;MALKOVICH PET;2522;554
8;HIGH ENCINO;1907;415
8;ACADEMY DINOSAUR;8;1
8;LIES TREATMENT;2388;521
8;WONDERLAND CHRISTMAS;4511;985
8;ARTIST COLDBLOODED;187;42
8;HAROLD FRENCH;1841;401
8;NORTHWEST POLISH;2867;628
8;HOLIDAY GAMES;1936;421
9;VALENTINE VANISHING;4279;931
9;TORQUE BOUND;4127;897
9;KANE EXORCIST;2279;493
9;SATISFACTION CONFIDENTIAL;3483;763
9;INFORMER DOUBLE;2118;459
9;MADNESS ATTACKS;2484;545
9;CRUELTY UNFORGIVEN;886;196
9;SEARCHERS WAIT;3540;774
9;MUSCLE BRIGHT;2772;609
9;SPIRIT FLINTSTONES;3790;830
9;HYDE DOCTOR;2052;445
9;STREETCAR INTENTIONS;3926;856
9;COLOR PHILADELPHIA;762;166
9;UPTOWN YOUNG;4265;928
9;BORN SPINAL;397;88
9;SPEED SUIT;3773;826
9;MULAN MOON;2756;604
9;KNOCK WARLOCK;2312;502
9;FATAL HAUNTED;1395;305
9;LOSE INCH;2435;531
9;POSEIDON FOREVER;3150;691
9;BLOOD ARGONAUTS;373;82
9;DEEP CRUSADE;981;219
10;VIETNAM SMOOCHY;4326;942
10;STAMPEDE DISTURBING;3834;840
10;STAGECOACH ARMAGEDDON;3826;838
10;NOTORIOUS REUNION;2869;629
10;COAST RAINBOW;749;164
10;WHISPERER GIANT;4450;972
10;GUN BONNIE;1783;387
10;GRADUATE LORD;1711;373
10;FURY MURDER;1569;344
10;DETAILS PACKER;1015;227
10;JET NEIGHBORS;2247;486
10;GROOVE FICTION;1767;383
10;OTHERS SOUP;2937;645
10;HAWK CHILL;1866;407
10;SNOWMAN ROLLERCOASTER;3731;816
10;WEST LION;4430;969
10;ALI FOREVER;67;13
10;BOUND CHEAPER;418;91
10;STORY SIDE;3891;850
10;MYSTIC TRUMAN;2793;613
10;PACIFIC AMISTAD;2968;650
10;ALADDIN CALENDAR;50;10
10;MASSACRE USUAL;2570;563
10;PICKUP DRIVING;3086;678
10;ALLEY EVOLUTION;80;16
11;CHASING FIGHT;638;139
11;WIND PHANTOM;4470;976
11;BULL SHAWSHANK;478;105
11;CENTER DINOSAUR;605;131
11;HUMAN GRAFFITI;2014;438
11;ROLLERCOASTER BRINGING;3374;740
11;TELEMARK HEARTBREAKERS;4044;880
11;CONFIDENTIAL INTERVIEW;800;174
11;GORGEOUS BINGO;1702;370
11;CHILL LUCK;660;143
11;FANTASIA PARK;1376;302
11;PATHS CONTROL;3015;662
11;LAMBS CINCINATTI;2339;508
11;PIANIST OUTFIELD;3083;677
11;FARGO GANDHI;1385;304
11;SOUTH WAIT;3762;823
11;BOOGIE AMELIE;390;86
11;SMOKING BARBARELLA;3713;812
11;MOTHER OLEANDER;2732;599
11;CREATURES SHAKESPEARE;860;189
11;NOON PAPI;2859;626
11;COLOR PHILADELPHIA;758;166
11;CAUSE DATE;593;129
11;DANCING FEVER;930;206
12;RECORDS ZORRO;3264;719
12;TORQUE BOUND;4127;897
12;BEVERLY OUTLAW;308;69
12;ARMY FLINTSTONES;182;40
12;FICTION CHRISTMAS;1424;311
12;SEA VIRGIN;3529;772
12;FAMILY SWEET;1364;301
12;PERFECT GROOVE;3060;672
12;ROBBERS JOON;3346;735
12;SOMETHING DUCK;3739;818
12;VOLCANO TEXAS;4358;949
12;BRIDE INTRIGUE;436;97
12;BUCKET BROTHERHOOD;471;103
12;ROCK INSTINCT;3356;737
12;GILBERT PELICAN;1638;357
12;ZORRO ARK;4577;1000
12;ROCK INSTINCT;3357;737
12;CRAFT OUTFIELD;848;186
12;NOTTING SPEAKEASY;2875;630
12;PATHS CONTROL;3017;662
12;FANTASY TROOPERS;1379;303
12;UNFORGIVEN ZOOLANDER;4250;924
12;REQUIEM TYCOON;3294;725
12;UNDEFEATED DALMATIONS;4241;922
12;WISDOM WORKER;4477;978
12;DRACULA CRYSTAL;1122;249
12;PRIMARY GLASS;3179;697
12;SIMON NORTH;3659;799
13;FROGMEN BREAKING;1546;339
13;TROUBLE DATE;4203;914
13;STOCK GLASS;3877;847
13;DAY UNFAITHFUL;972;216
13;GILMORE BOILED;1644;358
13;BABY HALL;210;47
13;DOWNHILL ENOUGH;1116;247
13;SCORPION APOLLO;3520;771
13;SOUTH WAIT;3759;823
13;BLADE POLISH;360;79
13;PAST SUICIDES;3013;661
13;LOSER HUSTLER;2441;532
13;CHANCE RESURRECTION;624;135
13;IDENTITY LOVER;2072;449
13;PIRATES ROXANNE;3102;681
13;LOVER TRUMAN;2459;537
13;SPIRIT FLINTSTONES;3792;830
13;BERETS AGENT;294;67
13;MISSION ZOOLANDER;2660;583
13;DECEIVER BETRAYED;980;218
13;ENOUGH RAGING;1296;286
13;ARIZONA BANG;170;37
